College Code,College Name,District,Pincode
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges Bharath Niketan Engineering College Thimmarasanaickanoor Aundipatti,Theni District,625536
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport Charges,Sivagangai District,630611
13200,Electricity 13 0. 200 13200 Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 17000 Charges Max Transport 24000 Charges,Ramanathapuram District,623806
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 30000 Charges,Dindigul District,624622
750,Electricity Charges Caution Deposit Establishment 10000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 35400 Charges P T R College of Engineering and Technology Thanapandiyan Nagar Austinpatty Post,Madurai District,625008
630,Bank 6048828844 Name of the Principal DR R RAJA A/c No. / Dean. Bank INDIAN BANK Name Address. MADURAI -SIVAGANGAI HIGHWAY Distance in KMS ARASANOOR THIRUMANSOLAI from Dist.HQ POST SIVAGANGAI. Nearest SIVAGANGAI Railway Station Taluk SIVAGANGAI Distance in KMS SIVAGANGAI Minority No Status,from Nearest Railway Station District,630561
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12500 Charges Max Transport 21000 Charges,Dindigul District,624005
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 35000 Charges,Madurai District,625301
1000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 17500 Charges St. Michael College of Engineering and Technology Kalayarkoil,Sivagangai District,630551
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 29050 Charges,Ramanathapuram District,623502
8400,Electricity Charges Caution Deposit Establishment 12400 Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 35000 Charges Ganapathy Chettiar College of Engineering and Technology Melakavanur Post,Ramanathapuram District,623706
300,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges SBM College of Engineering and Technology Thamaraipady T N Paraipatti Pirivu,Dindigul District,624005
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Fatima Michael College of Engineering and Technology Sengottai Village Sivagangai,Madurai District,625020
5000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12500 Charges Max Transport 21500 Charges Ultra College of Engineering and Technology Kodikulam Bit Village Madurai-Chennai,Madurai District,625104
400,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport 25000 Charges Velammal College of Engineering and Technology Autonomous,Madurai District,625009
1000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 30000 Charges Max Transport 30000 Charges Theni Kammavar Sangam College of Technology Theni Main Road Koduvillarpatti Post,Theni District,625534
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Latha Mathavan Engineering College Kidaripatti Post Alagarkoil Via Melur Taluk,Madurai District,625301
600,Jaya School of Architecture Poonamallee By-Pass Road Poonamallee Chennai Bank 146902000000577 Name of the Principal SUDARKODI G A A/c No. / Dean. Bank INDIAN OVERSEAS BANK Name Address. POONAMALLE BYE PASS ROAD Distance in KMS POONAMALLE CHENNAI from Dist.HQ Nearest CHENNAI EGMORE Taluk CHENNAI Railway Station Distance in KMS CHENNAI from Nearest Railway Station Minority Yes,District,600056
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15000 Charges Max Transport 30000 Charges Aalim Muhammed Salegh Academy of Architecture Muthapudupet Avadi IAF Chennai,Chennai District,600055
3000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15100 Charges Max Transport 35100 Charges R V S Padmavathy School of Architecture Senthil Pakkam Village Roshanagaram Post,Thiruvallur District,601202
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 25000 Charges Max Transport 45000 Charges Misrimal Navajee Munoth Jain School of Architecture Rajiv Gandhi Salai OMR,Rajiv Gandhi Salai (OMR) District,600096
2,CAAD-Chennai Academy of Architecture and Design No.- Kannigaiper,Kannigaiper District,601102
7500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 30000 Charges Max Transport 60000 Charges Mohamed Sathak A.J. Academy of Architecture No. Old Mahabalipuram Road OMR,Chengalpattu District,603103
1,Papni School of Architecture / Keeranallur Village Sriperumbudhur Taluk,Kancheepuram District,602108
500,Electricity Charges Caution 25000 Deposit Establishment 15000 Charges Admission 25000 Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport 45000 Charges Kongu School of Architecture Kongu Engineering College Campus Perundurai Railway,Erode District,638052
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 31100 Charges San Academy of Architecture ACC Pirivu Navakarai Post Walayar,Coimbatore District,641105
500,Electricity Charges Caution 10000 Deposit Establishment Charges Admission 10000 Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 20000 Charges Sasi Creative School of Archiecture No./2B Roja Raja Garden Pollachi Main Road,Coimbatore District,641032
700,Electricity Charges Caution 25000 Deposit Establishment 15000 Charges Admission 15000 Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 45000 Charges School of Architecture Coimbatore Institute of Engineering and Technology Vellimalai,Vellimalai District,641109
1500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12000 Charges Max Transport 25000 Charges,Coimbatore District,641032
600,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 28000 Charges Rathinam School of Architecture Rathinam Techzone campus Pollachi Road Eachanari,Eachanari District,641021
300,Electricity Charges Caution Deposit Establishment Charges Admission 16000 Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Excel College of Architecture and Planning NH- Salem Main Road Pallakapalayam,Namakkal District,637303
200,Electricity Charges Caution 10000 Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 12000 Charges Tamilnadu School of Architecture Tamilnadu College of Engineering Campus,Coimbatore District,641659
635,McGan s Ooty School of Architecture / Perar Kothagiri Road Mynala Post Ooty,Ooty District,643002
635,Address. / PERAR KOTAGIRI ROAD Bank 947896328 Name of the Principal DR SATHEESH KUMAR A/c No. / Dean. Bank INDIAN BANK Name Distance in KMS NILGIRIS Distance in KMS from Nearest Railway Station,from Dist.HQ Taluk UDHAGAMANDALAM Nearest UDHAGAMANDALAM Railway Station District,643002
500,Electricity Charges Caution 20000 Deposit Establishment 10000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15000 Charges Max Transport 35000 Charges Ranganathan Architecture College REC Kalvi Nagar Viraliyur Post Thondamuthur Via,Coimbatore District,641109
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 35000 Charges Prime College of Architecture and Planning Main Road Kilvelur,Nagapattinam District,611104
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 27000 Charges Prime Nest College of Architecture and Planning V.J.P.Campus Trichy-Chennai Highway,Tiruchirappalli District,621105
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 10000 Charges C.A.R.E School of Architecture No. Thayanur Village Kuttapatti Srirangam Taluk,Tiruchirappalli District,620009
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Sigma College of Architecture Moododu Anucode Post Marthandam Kanyakumari,District,629168
624,Bank 909463435 Name of the Principal BALAJI G A/c No. / Dean. Bank INDIAN BANK Name Address. RVS NAGAR N.PARAIPATTI OLD Distance in KMS KARUR ROAD from Dist.HQ Nearest DINDIGUL Taluk DINDIGUL Railway Station Distance in KMS DINDIGUL from Nearest Railway Station Minority No,District,624005
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 38500 Charges Max Transport Charges Park Institute of Architecture Bank 61463070000895 Name of the Principal RAHUL P M A/c No. / Dean. Bank CANARA BANK Name Address. AVINASHI Distance in KMS ROAD NH47 KANIYUR DISTRICT from Dist.HQ COIMBATORE STATE TAMILNADU Nearest COIMBATORE Railway Station Taluk SULUR Distance in KMS COIMBATORE Minority No Status,from Nearest Railway Station District,641659
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 35000 Charges,N) Min Transport 10000 Charges Max Transport 35000 Charges 432 District,600025
94,Electricity Charges Caution Deposit Establishment 32150 Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges Chennai Institute of Technology and Applied Research Bank 923010036577003 Name of the Principal DR P DEIVA SUNDARI A/c No. / Dean. Bank AXIS BANK Name Address. SARATHY NAGAR PUDUPER Distance in KMS KUNDRATHUR from Dist.HQ Nearest PALLAVARAM Taluk SRIPERUMBATUR Railway Station Distance in KMS KANCHIPURAM from Nearest Railway Station Minority No,District,600069
5000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 50000 Charges Max Transport 60000 Charges K S R Institute for Engineering and Technology Autonomous Thokkavadi,Namakkal District,637215
1000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 40000 Charges Max Transport 40000 Charges V P M M College of Architecture for Women Bank 917010019834995 Name of the Principal MR RAMNATH A R R A/c No. / Dean. Bank AXIS BANK Name Address. V.P.M.NAGAR KRISHNANKOIL Distance in KMS VIRUDHUNAGAR Distance in KMS from Nearest Railway Station,from Dist.HQ Taluk SRIVILLIPUTTUR Nearest SRIVILLIPUTTUR Railway Station District,626190
3000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 30000 Charges Arul Tharum VPMM College of Engineering and Technology,N) Min Transport 5000 Charges Max Transport 30000 Charges 436 Arul Tharum VPMM College of Engineering and Technology District,626190
3000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 30000 Charges E. S. College of Engineering and Technology Chennai Trunk Road Ayyankoilpattu,Villupuram District,605602
249,Address. NO / E.S.NAGAR NH- Bank 7195230270 Name of the Principal DR K INDIRA A/c No. / Dean. Bank INDIAN BANK Name Distance in KMS CHENNNAI TRUNK ROAD from Dist.HQ VILLUPURAM Nearest VILLUPURAM Railway Station Taluk VIKKIRAVANDI Distance in KMS VILUPPURAM Minority No Status,from Nearest Railway Station District,605601
